/home/pi/training_data/IMG/center_2021_12_14_13_59_39_0.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_39_1.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_39_2.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_39_3.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_39_4.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_5.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_6.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_7.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_8.jpg,0.0,371.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_9.jpg,0.0,371.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_10.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_11.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_12.jpg,0.0,375.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_13.jpg,0.0,375.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_14.jpg,0.0,375.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_15.jpg,0.0,375.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_16.jpg,0.0,375.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_17.jpg,0.0,375.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_18.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_19.jpg,0.0,372.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_20.jpg,0.0,371.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_21.jpg,0.0,371.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_22.jpg,0.0,371.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_23.jpg,0.0,370.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_24.jpg,0.0,368.0,0,0
/home/pi/training_data/IMG/center_2021_12_14_13_59_40_25.jpg,0.0,368.0,0,0
